timestamp,country_code,country_name,latitude,longitude,climate_zone,cloud_cover_pct,cloud_type,satellite_reflectance,optical_depth,humidity_pct,temperature_c,pressure_hpa,wind_speed_ms,cloud_base_altitude_m
2026-07-01T00:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,51.81,Altocumulus,0.4605,12.383,67.13,4.07,1013.33,0.5,2354.4
2026-07-01T01:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,65.14,Cumulus,0.4659,15.571,67.59,5.95,1012.0,0.5,1003.3
2026-07-01T02:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,64.12,Stratocumulus,0.3977,7.693,68.26,6.08,1012.52,0.5,2536.8
2026-07-01T03:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,62.51,Stratocumulus,0.6163,8.485,64.78,6.84,1012.8,0.5,2305.2
2026-07-01T04:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,53.25,Cumulus,0.3743,14.861,69.61,7.1,1012.6,0.5,2285.4
2026-07-01T05:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,56.92,Altocumulus,0.5027,13.756,64.45,7.57,1013.23,0.5,1790.4
2026-07-01T06:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,61.74,Stratocumulus,0.3571,6.447,56.77,11.71,1011.33,0.5,2762.8
2026-07-01T07:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,66.15,Stratocumulus,0.5602,7.59,60.36,12.39,1010.66,0.5,2521.0
2026-07-01T08:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,65.69,Cumulus,0.5978,10.729,57.9,11.44,1011.27,0.5,2722.8
2026-07-01T09:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,66.71,Stratocumulus,0.6433,13.567,55.71,13.15,1010.91,0.5,1917.6
2026-07-01T10:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,63.33,Altocumulus,0.6224,10.313,53.47,12.85,1009.95,0.5,1768.1
2026-07-01T11:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,62.71,Stratocumulus,0.4492,5.499,52.79,13.2,1008.9,0.5,2697.5
2026-07-01T12:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,76.22,Stratocumulus,0.6421,6.711,52.56,14.27,1008.2,0.5,1613.5
2026-07-01T13:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,73.06,Stratocumulus,0.5534,15.991,54.24,16.39,1011.3,0.5,2785.4
2026-07-01T14:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,78.27,Stratocumulus,0.5692,12.214,54.57,15.42,1008.39,0.5,2531.2
2026-07-01T15:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,78.22,Cumulus,0.5249,12.477,57.08,14.28,1009.29,0.5,2327.5
2026-07-01T16:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,68.25,Cumulus,0.5015,5.521,53.34,13.09,1012.18,0.5,2572.0
2026-07-01T17:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,58.72,Cumulus,0.3884,15.774,58.48,11.99,1012.15,0.5,1838.1
2026-07-01T18:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,66.41,Stratocumulus,0.3693,8.425,64.93,8.89,1012.19,0.5,1839.6
2026-07-01T19:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,70.6,Altocumulus,0.4761,9.806,65.19,7.97,1010.08,0.5,1509.9
2026-07-01T20:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,69.34,Altocumulus,0.4602,11.334,62.38,9.97,1011.96,0.5,2711.0
2026-07-01T21:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,66.0,Cumulus,0.3872,16.357,71.21,8.05,1011.4,0.5,1981.0
2026-07-01T22:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,69.94,Stratocumulus,0.3767,12.418,63.92,6.79,1009.39,0.5,1761.0
2026-07-01T23:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,65.39,Altocumulus,0.6115,10.944,66.53,6.12,1010.87,0.5,1908.5
2026-07-02T00:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,66.4,Stratocumulus,0.4947,9.209,68.19,4.93,1011.26,0.5,2881.4
2026-07-02T01:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,63.68,Altocumulus,0.6105,15.393,64.07,5.05,1010.44,0.5,2710.5
2026-07-02T02:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,61.06,Altocumulus,0.633,11.659,71.0,8.08,1013.13,0.5,1035.9
2026-07-02T03:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,56.06,Cumulus,0.5938,7.484,61.67,4.6,1013.64,0.5,2388.5
2026-07-02T04:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,64.9,Cumulus,0.4866,14.78,58.73,6.9,1008.91,0.5,2640.7
2026-07-02T05:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,68.81,Stratocumulus,0.3561,5.525,56.7,7.72,1010.96,0.5,1199.1
2026-07-02T06:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,63.46,Stratocumulus,0.5203,6.458,62.92,10.68,1012.22,0.5,1941.1
2026-07-02T07:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,60.27,Cumulus,0.436,14.025,54.87,10.2,1011.89,0.5,1391.6
2026-07-02T08:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,72.29,Stratocumulus,0.5992,13.466,58.8,11.99,1009.07,0.5,1086.7
2026-07-02T09:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,54.3,Cumulus,0.4617,17.581,57.02,14.02,1013.73,0.5,1156.4
2026-07-02T10:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,50.28,Stratocumulus,0.382,11.985,55.29,15.09,1010.98,0.5,2490.2
2026-07-02T11:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,51.95,Stratocumulus,0.4756,6.243,50.88,15.38,1013.79,0.5,2303.3
2026-07-02T12:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,40.6,Altocumulus,0.1566,3.576,50.04,13.51,1012.53,0.5,4511.9
2026-07-02T13:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,47.42,Cumulus,0.298,5.109,49.76,16.23,1012.37,0.5,5363.7
2026-07-02T14:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,51.24,Cumulus,0.5481,8.186,47.94,15.09,1011.39,0.5,1135.8
2026-07-02T15:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,50.95,Altocumulus,0.3572,13.145,56.0,11.55,1014.36,0.5,2331.8
2026-07-02T16:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,38.87,Cumulus,0.3707,3.084,55.63,14.03,1018.16,0.5,8099.8
2026-07-02T17:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,42.24,Cirrus,0.3086,3.997,55.54,9.88,1014.52,0.5,7627.7
2026-07-02T18:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,40.14,Cumulus,0.1765,3.408,60.63,11.04,1014.63,0.5,5991.7
2026-07-02T19:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,39.38,Cirrus,0.2298,2.043,60.11,9.1,1015.8,0.5,5630.4
2026-07-02T20:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,31.98,Cirrus,0.3263,2.241,57.71,7.75,1012.88,0.5,6861.7
2026-07-02T21:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,38.7,Altocumulus,0.2567,2.191,66.5,9.01,1013.44,0.5,6298.2
2026-07-02T22:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,35.28,Altocumulus,0.3598,5.783,65.85,5.9,1014.84,0.5,5864.2
2026-07-02T23:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,40.16,Cumulus,0.2221,4.82,64.37,7.2,1015.58,0.5,8336.6
2026-07-03T00:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,35.86,Altocumulus,0.3376,1.28,72.69,4.48,1016.79,0.5,6301.1
2026-07-03T01:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,29.98,Cirrus,0.3573,5.664,71.24,4.0,1014.59,0.5,6471.1
2026-07-03T02:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,35.61,Cirrus,0.1796,4.144,68.58,5.27,1014.46,0.5,6272.0
2026-07-03T03:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,38.87,Cirrus,0.2481,2.278,59.42,5.02,1013.11,0.5,7012.7
2026-07-03T04:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,40.31,Cumulus,0.3511,1.221,65.1,7.05,1013.2,0.5,8438.8
2026-07-03T05:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,26.86,Cirrus,0.2073,5.212,62.49,6.96,1016.94,0.5,7142.4
2026-07-03T06:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,22.48,Cumulus,0.3739,5.75,60.31,9.22,1017.1,0.5,3583.0
2026-07-03T07:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,25.91,Cirrus,0.3776,4.182,54.38,12.1,1016.2,0.5,8146.7
2026-07-03T08:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,32.29,Altocumulus,0.358,1.582,55.91,11.16,1014.55,0.5,3822.9
2026-07-03T09:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,33.04,Altocumulus,0.1531,2.212,55.43,12.84,1019.03,0.5,4980.5
2026-07-03T10:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,32.9,Altocumulus,0.3074,2.26,54.37,14.12,1016.9,0.5,5717.4
2026-07-03T11:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,28.52,Cirrus,0.2848,4.542,52.46,15.47,1016.65,0.5,7199.9
2026-07-03T12:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,32.87,Cirrus,0.3753,3.1,50.6,14.17,1014.69,0.5,4408.0
2026-07-03T13:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,25.31,Cumulus,0.2006,4.79,57.91,15.35,1016.23,0.5,6187.6
2026-07-03T14:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,28.75,Cumulus,0.3712,4.331,45.53,14.81,1018.03,0.5,7048.0
2026-07-03T15:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,29.05,Cirrus,0.1893,5.99,54.12,11.57,1016.22,0.5,6897.8
2026-07-03T16:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,31.63,Altocumulus,0.1684,4.711,58.96,12.24,1014.46,0.5,8242.7
2026-07-03T17:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,29.08,Cumulus,0.1634,1.963,55.05,10.58,1017.53,0.5,7261.6
2026-07-03T18:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,29.68,Altocumulus,0.1649,5.593,59.77,8.61,1017.32,0.5,7189.0
2026-07-03T19:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,27.64,Cumulus,0.3737,3.37,68.9,9.44,1016.49,0.5,8945.7
2026-07-03T20:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,33.34,Cumulus,0.2734,3.991,62.96,5.63,1014.78,0.5,7956.3
2026-07-03T21:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,30.66,Cumulus,0.2842,5.192,66.38,6.75,1015.38,0.5,7865.0
2026-07-03T22:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,36.31,Cirrus,0.2379,1.813,67.04,6.12,1017.1,0.5,5236.1
2026-07-03T23:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,36.41,Cirrus,0.3314,5.762,67.45,5.22,1013.46,0.5,5242.8
2026-07-04T00:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,33.72,Altocumulus,0.3125,5.218,67.97,5.29,1017.14,0.5,5345.3
2026-07-04T01:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,37.25,Cumulus,0.3145,4.378,72.69,3.79,1015.26,0.5,8505.7
2026-07-04T02:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,41.84,Altocumulus,0.1969,2.601,65.15,6.04,1016.02,0.5,4911.8
2026-07-04T03:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,27.86,Altocumulus,0.228,5.166,63.7,8.14,1016.63,0.5,6624.9
2026-07-04T04:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,40.38,Cumulus,0.3776,4.33,62.72,7.69,1012.73,0.5,5747.8
2026-07-04T05:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,46.05,Cirrus,0.315,5.559,56.12,9.89,1014.07,0.5,8615.4
2026-07-04T06:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,42.94,Cumulus,0.2028,5.726,56.13,10.02,1015.3,0.5,8144.6
2026-07-04T07:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,30.81,Cumulus,0.2615,3.431,56.06,10.52,1015.84,0.5,6581.0
2026-07-04T08:00:00+00:00,TR,Turkey,38.9637,35.2433,Mediterranean / Continental,52.93,Altocumulus,0.5835,15.518,56.53,14.85,1012.84,0.5,1442.5
