timestamp,country_code,country_name,latitude,longitude,climate_zone,cloud_cover_pct,cloud_type,satellite_reflectance,optical_depth,humidity_pct,temperature_c,pressure_hpa,wind_speed_ms,cloud_base_altitude_m
2026-07-01T00:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,77.72,Cumulus,0.4279,16.512,94.08,7.17,1007.67,0.5,1793.9
2026-07-01T01:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,78.41,Stratocumulus,0.6141,11.812,87.86,5.69,1008.91,0.5,2520.3
2026-07-01T02:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,85.81,Nimbostratus,0.6598,19.966,96.77,4.33,1009.18,0.5,938.3
2026-07-01T03:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,83.73,Nimbostratus,0.7301,41.371,88.41,9.31,1009.15,0.5,579.4
2026-07-01T04:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,83.73,Nimbostratus,0.7413,27.045,84.86,9.11,1008.8,0.5,412.2
2026-07-01T05:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,86.89,Nimbostratus,0.8387,42.606,86.84,7.39,1003.98,0.5,516.0
2026-07-01T06:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,79.63,Stratocumulus,0.6379,15.899,85.28,12.29,1009.6,0.5,1459.3
2026-07-01T07:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,86.13,Nimbostratus,0.7894,41.616,83.14,9.74,1010.67,0.5,615.6
2026-07-01T08:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,98.02,Nimbostratus,0.6984,39.538,79.89,14.28,1006.97,0.5,1076.7
2026-07-01T09:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,96.28,Nimbostratus,0.8664,24.488,80.24,14.57,1004.91,0.5,819.2
2026-07-01T10:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,90.88,Nimbostratus,0.8703,23.611,79.77,16.19,1006.62,0.5,473.9
2026-07-01T11:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,95.37,Stratocumulus,0.3936,9.99,74.11,17.91,1005.84,0.5,1108.3
2026-07-01T12:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,95.12,Nimbostratus,0.6759,35.838,85.64,16.42,1003.55,0.5,911.0
2026-07-01T13:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,95.24,Nimbostratus,0.843,40.533,75.85,17.56,1009.97,0.5,504.0
2026-07-01T14:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,88.57,Altocumulus,0.6167,12.596,74.87,16.59,1007.93,0.5,1584.1
2026-07-01T15:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,92.9,Nimbostratus,0.8906,31.046,76.39,16.5,1008.04,0.5,605.0
2026-07-01T16:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,94.76,Altocumulus,0.6145,12.11,73.95,13.67,1009.37,0.5,2539.9
2026-07-01T17:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,96.37,Nimbostratus,0.7527,44.834,88.7,13.36,1005.0,0.5,449.3
2026-07-01T18:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,91.98,Nimbostratus,0.892,26.635,83.75,11.91,1008.0,0.5,640.9
2026-07-01T19:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,95.59,Nimbostratus,0.7775,44.365,87.59,8.73,1006.84,0.5,1178.8
2026-07-01T20:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,93.66,Nimbostratus,0.9106,30.968,93.88,9.17,1004.91,0.5,913.4
2026-07-01T21:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,91.06,Nimbostratus,0.8038,21.705,84.93,7.54,1010.7,0.5,979.2
2026-07-01T22:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,94.49,Nimbostratus,0.8407,41.957,91.77,8.2,1006.32,0.5,695.2
2026-07-01T23:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,84.01,Nimbostratus,0.8293,40.476,87.83,8.24,1007.4,0.5,1101.9
2026-07-02T00:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,89.08,Nimbostratus,0.7325,38.613,91.41,6.75,1006.99,0.5,445.1
2026-07-02T01:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,92.42,Nimbostratus,0.7204,26.282,87.98,5.85,1007.72,0.5,649.6
2026-07-02T02:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,91.99,Nimbostratus,0.7695,39.107,94.51,6.44,1006.04,0.5,919.5
2026-07-02T03:00:00+00:00,JP,Japan,36.2048,138.2529,Maritime / Oceanic,90.91,Nimbostratus,0.7374,43.225,91.44,8.02,1006.91,0.5,1126.8
