timestamp,country_code,country_name,latitude,longitude,climate_zone,cloud_cover_pct,cloud_type,satellite_reflectance,optical_depth,humidity_pct,temperature_c,pressure_hpa,wind_speed_ms,cloud_base_altitude_m
2026-07-01T00:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,52.72,Cumulus,0.4279,16.512,69.08,1.59,1011.42,0.5,1793.9
2026-07-01T01:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,53.41,Stratocumulus,0.6141,11.812,62.86,0.11,1012.66,0.5,2520.3
2026-07-01T02:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,60.81,Cumulus,0.4558,14.841,71.77,-1.24,1012.93,0.5,2484.9
2026-07-01T03:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,57.3,Altocumulus,0.4173,8.471,65.39,2.99,1009.1,0.5,1336.3
2026-07-01T04:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,62.99,Stratocumulus,0.5496,17.614,61.32,4.14,1010.39,0.5,2472.9
2026-07-01T05:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,50.6,Cumulus,0.4967,6.885,68.62,2.05,1014.59,0.5,2912.1
2026-07-01T06:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,64.69,Cumulus,0.5735,7.985,58.67,5.68,1011.78,0.5,2839.4
2026-07-01T07:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,67.32,Stratocumulus,0.4188,6.42,55.88,6.89,1008.52,0.5,1603.7
2026-07-01T08:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,63.07,Altocumulus,0.422,11.746,60.37,7.22,1008.27,0.5,1045.1
2026-07-01T09:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,63.82,Stratocumulus,0.3875,16.52,51.1,8.7,1012.7,0.5,1053.9
2026-07-01T10:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,63.08,Stratocumulus,0.6024,16.961,59.42,10.68,1009.5,0.5,2299.6
2026-07-01T11:00:00+00:00,NL,Netherlands,52.1326,5.2913,Oceanic Temperate,62.77,Cumulus,0.4889,6.587,56.86,11.05,1011.1,0.5,1173.0
